site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
4297,Residential,8217,78,37,92,50,70,2947,AC,Smart,Medium,Solar,Poor,No,None,Rainy
4700,Commercial,7232,53,57,15,40,0,4257,Refrigerator,Analog,High,Solar,Good,Yes,Generator,Summer
4866,Mixed-use,4836,50,91,161,6,309,3622,Washing Machine,Smart,Low,Solar,Average,No,Inverter,Summer
4580,Residential,8241,75,34,199,44,217,4008,Heater,Analog,High,Grid,Average,No,Inverter,Winter
4777,Residential,4463,59,58,9,65,250,4573,Fan,Smart,Low,Grid,Poor,No,Inverter,Summer
4363,Residential,5183,21,79,64,37,420,5375,AC,Analog,High,Grid,Average,Yes,Generator,Summer
1775,Residential,2097,56,83,65,29,160,2641,Heater,Analog,Medium,Grid,Average,Yes,Generator,Summer
3118,Residential,4942,52,35,103,22,155,3141,Fan,Smart,Low,Solar,Poor,No,Inverter,Winter
4663,Mixed-use,7198,45,59,48,69,124,3196,AC,Smart,High,Wind,Good,No,Inverter,Rainy
1861,Residential,2570,46,56,96,33,85,2241,AC,Smart,High,Wind,Poor,No,Generator,Winter
1386,Commercial,1768,85,84,24,21,0,1840,Refrigerator,Analog,Low,Wind,Average,Yes,None,Rainy
1136,Industrial,1530,66,63,45,71,0,2064,Washing Machine,Analog,Low,Wind,Poor,No,None,Rainy
1466,Industrial,2758,34,94,101,32,0,2639,Heater,Smart,Low,Solar,Good,No,None,Winter
1420,Mixed-use,2209,71,74,114,1,95,1876,AC,Analog,Low,Grid,Average,Yes,Inverter,Summer
4234,Residential,3574,66,38,138,48,408,4855,Heater,Smart,Low,Grid,Good,Yes,None,Rainy
1679,Residential,1729,59,45,119,33,103,1651,Fan,Analog,Low,Wind,Poor,Yes,Generator,Summer
2988,Commercial,3170,20,44,92,72,0,2721,AC,Analog,High,Wind,Good,No,Inverter,Rainy
1052,Commercial,2117,43,95,189,68,0,2070,Washing Machine,Smart,Low,Solar,Good,No,Generator,Summer
1077,Residential,2646,28,76,52,29,14,1662,Fan,Smart,Low,Wind,Average,Yes,Generator,Rainy
4835,Residential,6331,43,97,175,14,365,5948,Washing Machine,Smart,Low,Grid,Poor,Yes,Inverter,Summer
4666,Mixed-use,3799,51,84,93,24,79,3485,AC,Smart,Low,Grid,Good,Yes,None,Winter
4814,Residential,8188,44,46,16,65,198,4190,Heater,Analog,Medium,Solar,Average,No,None,Rainy
1309,Commercial,1112,57,65,158,23,0,1736,Heater,Analog,Medium,Wind,Good,Yes,Generator,Summer
3418,Mixed-use,1112,74,36,163,12,59,2064,Refrigerator,Analog,High,Solar,Poor,No,Generator,Rainy
2661,Commercial,4610,25,47,82,12,0,2542,Washing Machine,Analog,Low,Solar,Good,No,None,Rainy
3957,Commercial,5576,42,60,181,33,0,3734,Washing Machine,Smart,Low,Grid,Good,No,Generator,Summer
1026,Commercial,1000,17,46,92,51,0,1589,Fan,Analog,Medium,Grid,Average,No,Inverter,Summer
3675,Commercial,5120,53,72,65,63,0,3778,Washing Machine,Analog,Low,Wind,Good,Yes,None,Summer
2631,Commercial,4308,15,80,75,26,0,3081,AC,Analog,Medium,Solar,Average,No,Generator,Summer
3388,Mixed-use,7463,86,47,83,69,11,2695,AC,Analog,Medium,Solar,Average,No,Generator,Rainy
690,Commercial,1653,37,62,69,30,0,1931,Refrigerator,Analog,Medium,Grid,Good,Yes,None,Summer
4096,Commercial,6253,35,74,75,69,0,4216,Refrigerator,Smart,Medium,Grid,Average,No,Inverter,Rainy
3644,Residential,3182,22,52,169,41,131,3799,AC,Smart,Medium,Wind,Poor,No,None,Winter
1504,Mixed-use,2508,66,87,101,68,83,1935,Fan,Analog,Low,Grid,Poor,No,Inverter,Summer
3586,Mixed-use,3926,14,92,51,58,203,3328,Washing Machine,Analog,Low,Grid,Average,Yes,Inverter,Summer
4068,Mixed-use,4047,51,71,189,34,292,2670,Washing Machine,Analog,High,Grid,Poor,Yes,Inverter,Rainy
3504,Residential,4633,15,81,159,68,213,4089,AC,Analog,Medium,Grid,Average,No,None,Summer
1895,Residential,2861,17,82,101,35,187,2564,Heater,Analog,Medium,Wind,Average,No,None,Winter
1540,Industrial,2321,59,51,185,10,0,2002,Heater,Analog,Medium,Wind,Good,Yes,Generator,Rainy
1787,Commercial,1951,44,55,12,35,0,2022,AC,Analog,Medium,Solar,Average,Yes,Generator,Summer
4802,Residential,5085,77,85,24,62,416,5429,AC,Analog,Low,Grid,Poor,No,Inverter,Rainy
4879,Mixed-use,6550,40,57,192,40,308,3520,Washing Machine,Analog,High,Solar,Poor,No,Inverter,Summer
2459,Mixed-use,3098,31,67,110,28,111,2213,AC,Smart,High,Grid,Poor,Yes,Generator,Winter
2251,Commercial,3001,77,73,124,21,0,2818,Refrigerator,Smart,Medium,Grid,Average,Yes,None,Rainy
1987,Mixed-use,1000,83,46,28,23,27,1649,Heater,Smart,High,Wind,Poor,Yes,Inverter,Summer
3270,Mixed-use,5578,74,33,127,38,44,2243,Heater,Analog,Low,Grid,Average,No,Inverter,Summer
3438,Commercial,1583,39,97,193,50,0,3607,AC,Analog,Medium,Grid,Good,No,Generator,Summer
4038,Commercial,2690,86,36,34,5,0,3362,Fan,Analog,High,Solar,Good,Yes,Generator,Summer
3315,Residential,7255,23,80,51,35,115,3489,Fan,Smart,Medium,Solar,Poor,Yes,None,Winter
2417,Industrial,2988,67,39,140,21,0,2802,AC,Smart,Medium,Grid,Poor,No,None,Summer
2625,Industrial,2203,11,70,81,67,0,3459,Refrigerator,Smart,Low,Wind,Good,No,None,Rainy
3193,Residential,4480,53,84,121,36,288,4300,Fan,Smart,Medium,Solar,Good,No,None,Rainy
3447,Residential,3757,24,97,106,68,160,3821,Fan,Analog,High,Grid,Good,No,Generator,Summer
4264,Mixed-use,4984,12,60,143,42,395,3207,Fan,Smart,Medium,Wind,Good,No,Inverter,Winter
2372,Industrial,2400,87,87,56,9,0,3197,AC,Analog,Medium,Wind,Poor,Yes,Generator,Winter
1100,Residential,1000,53,72,45,18,102,1865,AC,Smart,Low,Wind,Average,Yes,Generator,Winter
3791,Residential,6497,45,59,160,51,86,3515,Washing Machine,Analog,High,Solar,Poor,Yes,Generator,Summer
4667,Residential,2381,16,70,128,54,70,3798,Fan,Smart,Medium,Grid,Poor,No,None,Summer
2395,Mixed-use,3227,25,87,193,16,64,2411,Refrigerator,Smart,High,Wind,Average,No,Inverter,Summer
2896,Residential,2299,66,95,116,8,237,3922,Washing Machine,Analog,Low,Solar,Good,No,Generator,Winter
2685,Residential,1520,83,55,32,50,212,2879,Fan,Smart,High,Solar,Good,No,Inverter,Winter
3303,Residential,4067,46,81,49,37,48,3318,Heater,Smart,Low,Grid,Poor,No,Inverter,Rainy
4536,Residential,4942,18,67,150,18,83,3957,Fan,Analog,Medium,Solar,Good,No,Generator,Winter
4982,Residential,3951,29,53,94,13,486,5689,AC,Smart,Medium,Solar,Average,No,Generator,Winter
2319,Commercial,1637,77,39,151,50,0,2207,Washing Machine,Smart,Low,Grid,Poor,Yes,None,Winter
4435,Commercial,6283,43,79,136,58,0,4635,AC,Analog,Medium,Wind,Average,Yes,Generator,Winter
2412,Residential,1514,24,78,94,18,107,2885,Washing Machine,Analog,Low,Wind,Good,No,Inverter,Summer
1599,Residential,2596,54,36,154,68,154,2224,Heater,Smart,High,Grid,Poor,Yes,Generator,Summer
3926,Residential,8238,32,57,44,23,269,4344,Heater,Analog,Medium,Wind,Poor,No,Inverter,Rainy
1514,Residential,1066,31,56,101,7,72,2015,AC,Analog,High,Solar,Average,No,None,Winter
3097,Mixed-use,5945,79,62,153,22,219,2643,Heater,Analog,High,Grid,Poor,Yes,Generator,Rainy
4157,Commercial,4927,37,87,173,56,0,4574,Washing Machine,Smart,High,Solar,Average,Yes,Inverter,Summer
2073,Mixed-use,2124,28,40,169,61,17,1809,Fan,Analog,Low,Solar,Good,No,None,Rainy
3907,Residential,4240,21,79,66,7,274,4371,AC,Smart,Low,Wind,Good,Yes,None,Summer
954,Commercial,1344,29,31,195,39,0,1302,AC,Analog,Medium,Wind,Poor,No,None,Rainy
3636,Commercial,4073,66,99,95,62,0,4063,Refrigerator,Analog,High,Grid,Poor,No,None,Summer
3349,Commercial,4012,35,52,16,1,0,2830,Heater,Smart,High,Wind,Good,No,Inverter,Rainy
3208,Commercial,3291,53,41,89,5,0,2593,Heater,Smart,Low,Wind,Average,Yes,Generator,Winter
3765,Mixed-use,5441,10,31,55,59,125,2406,Heater,Smart,High,Wind,Poor,Yes,Generator,Winter
2491,Mixed-use,1018,17,80,156,26,48,2133,Heater,Analog,Low,Wind,Average,No,Generator,Winter
3235,Residential,5949,64,67,78,69,247,4143,Washing Machine,Analog,High,Solar,Average,Yes,Inverter,Summer
941,Mixed-use,1210,37,68,39,70,32,1161,Washing Machine,Analog,Low,Solar,Good,Yes,None,Rainy
2678,Residential,3406,78,82,148,9,109,2929,Fan,Smart,Medium,Wind,Good,Yes,Inverter,Rainy
1679,Residential,1434,40,80,153,29,109,2001,Refrigerator,Analog,Low,Wind,Average,Yes,Inverter,Winter
1507,Residential,2174,81,90,127,23,134,2276,Washing Machine,Smart,Medium,Wind,Average,Yes,Generator,Rainy
1229,Commercial,2056,38,85,152,44,0,1872,Heater,Analog,High,Solar,Good,Yes,Generator,Rainy
3038,Commercial,4761,84,54,130,58,0,2889,AC,Analog,Low,Grid,Average,Yes,Generator,Winter
4157,Commercial,4927,37,87,173,56,0,4574,Fan,Analog,High,Wind,Poor,Yes,None,Summer
2620,Mixed-use,3626,69,75,124,17,239,2009,Fan,Analog,High,Solar,Good,Yes,None,Rainy
1897,Industrial,1721,65,86,119,23,0,3024,Fan,Smart,Low,Grid,Good,Yes,Inverter,Summer
4403,Commercial,6802,89,55,47,61,0,4083,Refrigerator,Analog,Medium,Solar,Average,No,None,Summer
2957,Residential,4405,89,76,37,23,267,3522,Washing Machine,Smart,Low,Grid,Average,Yes,Generator,Summer
3660,Commercial,5985,83,46,36,48,0,3290,Washing Machine,Analog,High,Solar,Good,Yes,None,Winter
1918,Residential,4061,83,65,56,57,127,2257,Refrigerator,Analog,Medium,Solar,Average,No,None,Summer
1230,Mixed-use,1000,68,62,182,37,78,1696,Refrigerator,Smart,High,Wind,Average,Yes,None,Winter
2267,Mixed-use,3588,75,53,18,50,88,1912,Washing Machine,Analog,Low,Solar,Average,Yes,Generator,Rainy
2867,Mixed-use,1563,42,34,174,9,113,2264,AC,Smart,Low,Wind,Average,No,Generator,Rainy
1334,Commercial,1000,30,49,5,31,0,1563,Washing Machine,Smart,Medium,Wind,Average,No,Generator,Summer
4141,Industrial,6402,40,46,88,69,0,4373,Refrigerator,Smart,Low,Grid,Poor,Yes,None,Rainy
2085,Commercial,3862,47,39,176,5,0,2303,Heater,Smart,Low,Grid,Good,No,None,Winter
706,Commercial,1000,49,72,85,23,0,1834,Heater,Smart,Low,Wind,Poor,No,Generator,Winter
2407,Industrial,2196,65,38,97,59,0,2666,Refrigerator,Analog,High,Wind,Poor,No,None,Summer
4002,Mixed-use,6157,89,73,154,52,182,3046,Heater,Analog,Low,Grid,Poor,No,Inverter,Summer
1279,Residential,2242,22,87,191,69,60,1898,Refrigerator,Analog,Low,Wind,Good,No,Inverter,Rainy
3915,Mixed-use,2659,60,57,155,39,112,2602,Heater,Smart,High,Grid,Average,Yes,None,Winter
4379,Commercial,4884,34,54,150,47,0,4207,Heater,Smart,Medium,Wind,Average,No,Inverter,Winter
4708,Commercial,7264,73,85,188,5,0,4449,Heater,Analog,Medium,Wind,Good,Yes,Inverter,Winter
1459,Mixed-use,2686,19,99,102,50,63,2212,Washing Machine,Smart,Low,Solar,Average,Yes,None,Summer
2593,Mixed-use,4258,84,83,175,65,153,2627,Fan,Smart,High,Solar,Poor,Yes,Inverter,Winter
1272,Commercial,1000,74,74,113,45,0,1961,Fan,Analog,Medium,Grid,Poor,No,Generator,Rainy
806,Mixed-use,1000,87,95,177,11,48,1633,AC,Analog,Medium,Wind,Poor,Yes,Generator,Rainy
1752,Residential,3370,15,62,71,25,92,2459,AC,Smart,Low,Solar,Average,Yes,Inverter,Summer
504,Residential,1000,17,63,187,59,10,891,AC,Smart,Medium,Wind,Average,Yes,Inverter,Summer
4310,Residential,2218,44,92,159,66,74,3440,Heater,Smart,High,Wind,Poor,No,None,Summer
4638,Residential,8048,88,49,158,36,275,4323,Refrigerator,Analog,High,Solar,Average,No,Generator,Summer
4882,Industrial,5471,47,61,8,63,0,5094,Washing Machine,Analog,High,Solar,Average,No,None,Winter
2492,Commercial,2567,30,91,143,33,0,2561,Heater,Smart,Medium,Solar,Good,Yes,Generator,Summer
2721,Commercial,1820,33,37,78,6,0,2208,Washing Machine,Smart,Low,Solar,Good,No,Inverter,Rainy
3342,Residential,3645,55,99,128,28,297,4245,Washing Machine,Analog,Medium,Solar,Good,Yes,None,Rainy
3095,Industrial,3462,78,70,108,60,0,3661,AC,Smart,Low,Solar,Poor,No,Generator,Rainy
2281,Commercial,5044,20,32,157,28,0,2068,Washing Machine,Smart,Medium,Grid,Poor,Yes,Generator,Winter
4322,Commercial,3737,86,80,63,3,0,4172,Washing Machine,Analog,Low,Wind,Average,Yes,Generator,Rainy
4617,Industrial,5428,65,86,172,69,0,5175,Refrigerator,Smart,Low,Grid,Good,Yes,Inverter,Summer
3282,Mixed-use,3184,37,92,74,39,222,2689,Fan,Smart,Low,Wind,Poor,Yes,Generator,Summer
2562,Residential,3306,57,80,118,11,40,2854,Washing Machine,Smart,Low,Wind,Poor,No,Inverter,Summer
3475,Mixed-use,5969,15,68,184,61,38,2385,Refrigerator,Smart,Low,Solar,Good,Yes,Generator,Summer
2652,Commercial,5962,79,31,118,24,0,2271,Refrigerator,Smart,High,Solar,Average,No,Generator,Summer
4526,Residential,1798,89,96,186,24,302,4455,Refrigerator,Smart,Low,Solar,Good,Yes,None,Winter
3166,Residential,5217,41,47,180,19,153,3207,AC,Smart,Medium,Wind,Poor,No,Generator,Summer
4144,Commercial,2266,68,75,178,38,0,3879,AC,Smart,Low,Solar,Average,No,Inverter,Summer
4248,Residential,3429,67,59,186,72,221,4335,Washing Machine,Analog,Low,Wind,Average,No,None,Winter
3894,Mixed-use,3644,38,33,139,14,127,2490,Refrigerator,Analog,High,Wind,Good,No,Inverter,Winter
2817,Residential,3175,26,75,163,1,239,3541,Heater,Analog,High,Grid,Good,Yes,Generator,Summer
3544,Residential,4062,40,71,170,48,46,3211,Heater,Smart,Low,Grid,Average,Yes,None,Winter
932,Commercial,1373,40,54,186,21,0,1282,Heater,Smart,High,Solar,Average,No,Inverter,Winter
1785,Commercial,1981,39,54,200,46,0,1873,Heater,Analog,Medium,Wind,Good,Yes,Inverter,Winter
2258,Commercial,2873,54,39,185,59,0,2301,Washing Machine,Analog,Medium,Grid,Average,Yes,Inverter,Summer
3614,Mixed-use,3863,47,50,125,6,72,2450,Fan,Analog,Medium,Grid,Good,No,Inverter,Summer
3499,Commercial,2231,11,85,157,8,0,3572,Fan,Smart,Low,Solar,Good,No,Inverter,Rainy
2460,Industrial,1686,89,51,136,42,0,2567,Heater,Analog,Low,Grid,Average,No,Generator,Winter
2025,Commercial,3032,58,99,50,57,0,2622,Washing Machine,Smart,Low,Wind,Average,No,None,Summer
2742,Residential,2057,17,34,89,39,271,3284,Heater,Analog,High,Grid,Average,Yes,Generator,Summer
2481,Mixed-use,2163,20,81,168,44,117,2440,Fan,Analog,Low,Grid,Poor,No,Inverter,Winter
2605,Commercial,5040,31,48,73,7,0,2622,Washing Machine,Analog,Low,Grid,Poor,Yes,Generator,Rainy
4902,Residential,9945,58,81,37,38,174,4578,AC,Smart,High,Grid,Poor,Yes,Inverter,Summer
805,Mixed-use,1191,30,54,175,23,21,1028,Fan,Smart,High,Wind,Good,No,None,Summer
4924,Residential,4776,84,57,144,60,204,4123,Refrigerator,Analog,Medium,Solar,Poor,No,Inverter,Summer
3978,Commercial,4045,29,50,159,8,0,4207,AC,Analog,Low,Solar,Average,No,None,Summer
3074,Residential,6473,16,53,49,37,274,4070,Washing Machine,Smart,Low,Wind,Good,Yes,Inverter,Winter
2744,Mixed-use,3541,47,34,130,14,174,1725,AC,Smart,High,Solar,Good,No,Generator,Summer
1709,Commercial,2235,86,72,12,9,0,1863,AC,Analog,Medium,Solar,Poor,No,Generator,Summer
890,Commercial,1000,43,66,46,51,0,1260,AC,Smart,High,Grid,Poor,No,None,Summer
604,Residential,1400,84,31,11,14,50,699,AC,Analog,Medium,Wind,Poor,No,Generator,Summer
2662,Commercial,1306,45,47,144,70,0,2402,Washing Machine,Smart,High,Grid,Poor,Yes,Inverter,Winter
1940,Residential,1435,55,59,17,42,166,2385,Heater,Smart,Medium,Solar,Good,No,None,Summer
3272,Residential,5301,75,70,13,24,186,3555,Fan,Smart,Low,Wind,Good,Yes,Generator,Summer
2598,Commercial,5086,41,100,68,6,0,2764,Washing Machine,Smart,Medium,Wind,Average,Yes,Generator,Winter
2832,Mixed-use,3387,79,33,179,35,202,2116,Refrigerator,Analog,Low,Wind,Poor,No,Generator,Summer
2658,Commercial,5197,66,47,160,67,0,3062,Refrigerator,Smart,High,Grid,Good,Yes,Inverter,Summer
1901,Mixed-use,3439,69,83,156,72,189,1869,Fan,Analog,Medium,Solar,Good,No,Generator,Rainy
4544,Mixed-use,8151,30,64,127,27,72,3311,Refrigerator,Analog,Low,Solar,Average,Yes,None,Rainy
4235,Commercial,8903,65,91,98,10,0,4089,Washing Machine,Analog,Low,Grid,Good,No,Generator,Summer
4992,Mixed-use,6387,12,98,8,48,86,3917,Heater,Analog,Low,Solar,Poor,Yes,None,Summer
3692,Commercial,6987,86,42,54,32,0,3646,AC,Analog,High,Grid,Average,Yes,Generator,Winter
2570,Mixed-use,4148,13,85,55,46,247,2285,Washing Machine,Smart,Low,Solar,Average,Yes,Inverter,Winter
3539,Mixed-use,3138,86,31,143,13,258,2669,Refrigerator,Smart,Low,Solar,Average,Yes,Inverter,Rainy
944,Residential,1192,82,81,166,7,80,2117,Refrigerator,Analog,Medium,Grid,Good,Yes,Generator,Rainy
3998,Commercial,3508,49,82,14,55,0,3489,Washing Machine,Analog,High,Wind,Good,No,None,Winter
2373,Commercial,2573,77,54,179,47,0,2436,Washing Machine,Smart,Medium,Wind,Good,Yes,None,Rainy
4507,Commercial,6013,62,99,138,56,0,4406,Fan,Smart,Low,Grid,Good,No,None,Rainy
1269,Residential,1774,18,38,42,51,46,1555,Washing Machine,Smart,Medium,Solar,Poor,No,None,Summer
3165,Commercial,1239,36,44,88,15,0,2332,Washing Machine,Analog,High,Solar,Average,Yes,Generator,Rainy
1388,Mixed-use,2009,60,30,50,56,91,1180,Washing Machine,Smart,Low,Grid,Good,No,Generator,Summer
1227,Residential,2503,87,68,188,23,16,1774,Refrigerator,Analog,High,Grid,Poor,Yes,Generator,Winter
1626,Residential,1433,83,48,94,41,45,1639,AC,Smart,High,Wind,Average,Yes,Inverter,Rainy
1313,Mixed-use,1000,42,82,115,67,58,1544,Fan,Analog,Medium,Grid,Poor,Yes,Generator,Rainy
2251,Mixed-use,4002,39,32,124,72,129,1887,Refrigerator,Smart,Low,Grid,Poor,Yes,Inverter,Winter
2563,Residential,2997,58,56,62,28,109,2708,Fan,Smart,Medium,Wind,Poor,No,None,Rainy
2596,Mixed-use,3997,18,61,6,21,40,1977,Refrigerator,Analog,Medium,Solar,Good,No,None,Winter
4215,Residential,6643,55,48,168,43,167,4021,Refrigerator,Analog,Low,Solar,Poor,No,Inverter,Winter
3630,Commercial,6299,64,83,190,32,0,3725,Refrigerator,Smart,Medium,Grid,Poor,No,Generator,Rainy
2663,Mixed-use,1934,67,58,162,54,86,1813,AC,Smart,Low,Grid,Poor,No,None,Winter
2436,Mixed-use,2981,59,89,130,50,163,2179,Fan,Analog,Low,Solar,Poor,Yes,Generator,Summer
3331,Residential,4740,64,58,72,26,314,3910,Washing Machine,Smart,Medium,Wind,Good,Yes,None,Summer
3462,Residential,3457,70,55,106,35,274,3681,Fan,Analog,Medium,Wind,Average,Yes,Generator,Summer
2146,Residential,1419,22,100,70,46,187,3259,Fan,Analog,Medium,Wind,Good,No,Inverter,Rainy
2940,Residential,2671,80,90,57,30,59,2639,Heater,Smart,Medium,Grid,Good,No,None,Winter
3391,Mixed-use,1317,59,78,37,11,60,2252,Washing Machine,Smart,Medium,Wind,Average,Yes,Generator,Winter
3573,Commercial,6802,61,94,111,9,0,3556,Washing Machine,Analog,High,Wind,Poor,Yes,Inverter,Winter
1091,Residential,1979,23,60,167,31,36,1648,Heater,Analog,Medium,Wind,Poor,No,Generator,Summer
3921,Residential,5428,48,35,23,29,146,3363,Washing Machine,Analog,Low,Wind,Poor,Yes,Inverter,Summer
4240,Residential,7572,86,48,14,21,312,4303,Refrigerator,Smart,High,Wind,Poor,Yes,Inverter,Rainy
3931,Mixed-use,5935,26,36,36,1,141,2854,Fan,Smart,Low,Grid,Poor,Yes,Inverter,Summer
3287,Mixed-use,2960,16,96,72,49,266,2642,Washing Machine,Smart,High,Solar,Average,Yes,Inverter,Summer
3044,Residential,5354,11,84,38,37,145,3404,Fan,Smart,Low,Grid,Average,Yes,None,Rainy
1161,Industrial,2540,32,43,126,32,0,1753,Heater,Smart,High,Solar,Average,No,Inverter,Rainy
2413,Mixed-use,2009,82,97,57,38,32,2383,Fan,Analog,High,Wind,Poor,No,Generator,Rainy
1372,Mixed-use,2728,51,97,9,44,39,1728,Washing Machine,Analog,High,Grid,Average,No,None,Rainy
2056,Residential,3476,74,93,140,7,50,2395,AC,Smart,Medium,Wind,Poor,No,Inverter,Summer
4657,Mixed-use,5877,65,38,20,26,70,3178,Washing Machine,Analog,Low,Solar,Average,No,None,Summer
3832,Residential,4721,68,81,9,2,191,3918,AC,Smart,High,Wind,Poor,Yes,None,Rainy
1343,Industrial,2213,26,81,64,30,0,2034,AC,Analog,Medium,Grid,Average,Yes,Generator,Summer
2847,Commercial,5088,25,76,181,24,0,3050,Refrigerator,Analog,Low,Wind,Poor,Yes,Generator,Summer
3703,Mixed-use,7036,81,47,61,45,294,2851,Fan,Smart,Medium,Grid,Poor,No,Inverter,Summer
1338,Residential,1936,36,42,178,61,119,2072,Refrigerator,Smart,Medium,Grid,Average,Yes,Generator,Winter
840,Residential,1000,42,81,189,19,35,1012,Heater,Smart,Low,Solar,Good,No,Inverter,Winter
4318,Residential,5130,51,51,22,27,180,4048,Refrigerator,Smart,Medium,Grid,Average,Yes,None,Winter
3840,Commercial,3083,82,90,73,10,0,3576,Fan,Smart,High,Grid,Average,No,Inverter,Summer
2821,Residential,3218,46,43,119,3,223,3397,Fan,Smart,Low,Wind,Good,Yes,Generator,Rainy
1987,Mixed-use,4087,75,62,145,34,99,1837,Washing Machine,Analog,Medium,Solar,Average,Yes,Inverter,Winter
3846,Mixed-use,4773,13,33,100,27,211,2382,Fan,Smart,Medium,Solar,Poor,Yes,Inverter,Winter
2781,Commercial,2291,47,54,165,21,0,2063,Heater,Analog,Medium,Grid,Good,No,Generator,Winter
4081,Mixed-use,3263,36,36,103,55,196,2615,Heater,Smart,Low,Solar,Average,Yes,Generator,Summer
3692,Mixed-use,6303,44,31,2,51,35,2441,Washing Machine,Smart,Low,Wind,Poor,Yes,Inverter,Winter
4037,Commercial,4047,45,30,147,66,0,4071,AC,Analog,Medium,Wind,Poor,Yes,Generator,Winter
3273,Mixed-use,2048,65,76,28,52,15,2730,Washing Machine,Smart,Medium,Grid,Poor,Yes,None,Rainy
4644,Mixed-use,1824,16,91,94,56,292,3557,Refrigerator,Smart,Low,Grid,Average,Yes,None,Winter
1100,Commercial,1743,89,72,127,56,0,2230,Refrigerator,Analog,Medium,Solar,Average,Yes,Inverter,Winter
566,Commercial,1171,56,88,0,19,0,1231,AC,Analog,High,Solar,Good,No,Generator,Winter
2563,Residential,1491,49,39,85,27,34,1910,AC,Smart,Medium,Grid,Good,Yes,None,Summer
756,Commercial,1000,79,71,166,25,0,988,Heater,Smart,Low,Grid,Good,No,Generator,Winter
1940,Industrial,1344,61,65,60,26,0,2356,AC,Analog,High,Grid,Poor,No,Generator,Winter
1757,Industrial,1000,15,97,48,49,0,3093,Fan,Analog,Low,Solar,Good,Yes,None,Summer
2544,Commercial,2639,63,59,44,34,0,2302,Washing Machine,Analog,Low,Solar,Average,Yes,Generator,Summer
1190,Mixed-use,1122,37,72,125,29,63,1521,Refrigerator,Smart,High,Solar,Good,Yes,None,Winter
4776,Residential,7579,15,69,117,29,312,5423,Washing Machine,Analog,Medium,Wind,Average,Yes,Generator,Rainy
4700,Commercial,4187,66,96,105,61,0,4587,Refrigerator,Smart,Medium,Wind,Poor,Yes,Inverter,Winter
4728,Residential,2216,44,98,51,24,224,4703,Fan,Smart,Low,Solar,Average,Yes,None,Winter
678,Commercial,1000,17,59,139,66,0,930,AC,Analog,Low,Wind,Average,No,Generator,Summer
2555,Residential,3403,55,79,125,34,240,3326,Washing Machine,Smart,High,Grid,Good,Yes,Generator,Summer
1211,Residential,2466,73,48,72,28,98,1561,Refrigerator,Smart,Low,Grid,Average,No,Generator,Winter
2055,Residential,2797,11,56,142,41,37,2252,Refrigerator,Smart,Medium,Wind,Good,Yes,None,Summer
